learner_level,learner_skills,learner_goals,formation_id,formation_title,formation_level,formation_skills,formation_category,label
ADVANCED,Agile|PostgreSQL|Communication,language,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Business English|Communication|Angular|Agile,language training,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Angular|Agile|REST APIs,it english,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Java|Spring Boot|Spring Security|PostgreSQL|Communication,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Project Management|Agile,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Project Management|Agile|Spring Boot,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Business English,presentation,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Communication|Angular,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Java|Spring Boot|Angular,java,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Communication|Business English,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Communication|Business English|Java,presentation training,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Java|Spring Boot|Spring Security|REST APIs|PostgreSQL|Communication,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|Business English|Communication,security,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Spring Boot,backend,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Agile,scrum,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Business English|Spring Boot|Agile,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Agile,business,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Business English|TypeScript,fullstack,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Java|Spring Boot|Angular|TypeScript|Agile|Communication,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Angular|Project Management|Communication,angular,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Communication|Business English|Spring Security|French,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Java|Business English|Communication,it english,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Project Management|Agile|Communication|Angular,management training,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Agile|Communication,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Angular,ui job,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Project Management|Angular,francais,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,PostgreSQL,language,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,PostgreSQL,language,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Project Management|Communication|Business English,agile,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
INTERMEDIATE,Project Management|Agile,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Communication,jwt,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,REST APIs,english,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Communication|Business English|Angular|TypeScript,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Communication|Business English|PostgreSQL|French,presentation training,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,Java|Spring Boot|Spring Security,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Agile,jwt,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|French,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Project Management|French,auth,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Java|REST APIs|PostgreSQL,spring,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Angular|Business English,angular,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Business English,business,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
ADVANCED,Spring Security|Agile|PostgreSQL,auth,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Java|Spring Boot|Spring Security,auth,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Angular|TypeScript,angular training,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Communication|French|Angular,language,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,French|Agile,ui,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,PostgreSQL,agile,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,French,jwt,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Communication|French,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,TypeScript|REST APIs|French,management,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,French|TypeScript,language career,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular|TypeScript|Business English,angular training,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,Business English|PostgreSQL,java,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Business English|Project Management|Agile,language,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Business English,management,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Project Management|Agile|Communication|French|REST APIs,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Angular|TypeScript,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Agile|Communication|French,business,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Project Management|Agile|Communication|TypeScript,agile training,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,Java|Spring Boot|Spring Security,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Business English|REST APIs,francais,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Java|REST APIs|Angular,backend,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Communication|REST APIs,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,French,angular,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Project Management|Agile|Communication,management career,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Project Management|PostgreSQL,full stack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
ADVANCED,Java|Project Management|Angular,scrum,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|Communication|PostgreSQL|TypeScript,management job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Java|REST APIs|PostgreSQL|Communication,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Spring Security|Agile,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Java|Spring Boot|Angular|TypeScript|REST APIs|Project Management,fullstack training,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Project Management|Spring Security,management,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,TypeScript|French|Spring Boot,auth,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Angular|Communication|French,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Java|REST APIs|PostgreSQL,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Angular|Business English,agile,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
ADVANCED,Java|Spring Boot|Spring Security|TypeScript|Angular,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Spring Boot|TypeScript,scrum,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|Business English,french,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Agile|French,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Project Management|TypeScript|Spring Security,jwt,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,Spring Boot|REST APIs|French,full stack,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,French|Agile,french training,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Business English|Project Management,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Business English|French,language,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,French|Agile,business,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Project Management|French,management,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Java|REST APIs|PostgreSQL,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,PostgreSQL|Java,it english,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Java|REST APIs|Agile|French,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Java|Spring Boot|Spring Security|Project Management|French,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Angular|Business English,ui career,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Java|REST APIs|PostgreSQL,spring career,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Communication,full stack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Angular|TypeScript,frontend job,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Java|REST APIs|PostgreSQL,api career,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|Business English,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,French|Spring Security|Angular,management,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,Spring Security,typescript,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,REST APIs|Java,rest,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,Java|Spring Boot|Spring Security|Agile|REST APIs,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Angular|French|TypeScript,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,Business English,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,French|Angular,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Angular|PostgreSQL,ui training,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Project Management|REST APIs|French,language,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,Business English|Communication|Spring Security|PostgreSQL,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs,jwt career,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,French|PostgreSQL|Java,angular,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Agile,francais,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
INTERMEDIATE,Java|PostgreSQL|French,business,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Spring Security,language,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
INTERMEDIATE,Java|Spring Boot|Angular|PostgreSQL|Communication,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
ADVANCED,Spring Security,agile,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
ADVANCED,Agile|Angular,it english,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,French|REST APIs,scrum,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|Java,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Project Management|Agile|Communication,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,French|Spring Security|Java,java,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,Project Management|Agile,agile job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Project Management|Agile|PostgreSQL,agile,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Business English|Angular,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Spring Security|Business English|Agile,rest,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Angular|TypeScript,ui,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Java|Spring Boot|Spring Security|Angular,security,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Business English|Communication|Spring Security,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Communication|PostgreSQL|Business English,api,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
INTERMEDIATE,Java|Spring Boot|Spring Security|Agile,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Project Management|Agile|French,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Communication|Business English,communication training,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Project Management|Agile|Communication,scrum career,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|French,java,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Agile|Java|PostgreSQL,spring,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Project Management|Agile|Communication,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,PostgreSQL,french,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,Angular|French,ui,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Java|REST APIs|PostgreSQL|Agile,backend training,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Project Management|Agile|Communication|PostgreSQL|Java,scrum,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,TypeScript|Angular,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Business English|Communication|REST APIs|TypeScript,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Communication|Spring Security|Business English,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular|TypeScript,frontend,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Business English|Communication|PostgreSQL|Spring Security,english career,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,REST APIs|French|Spring Boot,it english,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,French|Communication|Angular,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript,fullstack training,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|French,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Business English|TypeScript|Angular,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Java|REST APIs,backend,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Spring Boot|TypeScript|Angular,agile,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Project Management|Agile|Java|Business English,scrum,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,Java|Spring Boot|Spring Security|French|Angular,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Project Management,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,Agile,presentation,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Angular|TypeScript,frontend career,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Java|REST APIs|TypeScript,spring,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Spring Boot|Business English,project,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,French|Communication|Project Management,french,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,REST APIs|Java|Spring Boot,spring,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,Project Management|Agile|Spring Boot,auth,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,French|Business English|Spring Security,project,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Project Management|Agile|Communication,project career,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Project Management|Agile,project training,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs|Agile|Project Management,spring training,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,French|Project Management|Agile,java,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Java|Spring Boot|Angular|REST APIs|TypeScript,fullstack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Java|Spring Boot|Angular|Project Management,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Java|REST APIs|French,spring,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Project Management|Java,it english,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Angular|Project Management|TypeScript,presentation,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,REST APIs,agile,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,Angular|French,frontend,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Communication|French,java,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
ADVANCED,Project Management|PostgreSQL,jwt,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Business English,business,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Angular|TypeScript|Business English|PostgreSQL,frontend,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Angular|Communication,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Java|Spring Boot|Spring Security|REST APIs,spring job,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
INTERMEDIATE,Java|Spring Boot|Angular|French,fullstack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Angular|Communication|French,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Spring Boot,ui,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Java|REST APIs|PostgreSQL,spring,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Angular|REST APIs,business,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,French|PostgreSQL|Project Management,fullstack,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Project Management,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,French,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
ADVANCED,Agile,spring,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,French|Project Management|Agile,management,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
ADVANCED,Spring Boot|Project Management,auth,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Communication|French|Spring Boot,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,French|Spring Security,francais career,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Business English|Communication,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Angular|Business English|Project Management,fullstack,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Communication|Business English|PostgreSQL|TypeScript,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Java|Angular,project,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Communication,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Business English|Communication,it english training,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,PostgreSQL,french,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Java|REST APIs|PostgreSQL|Communication|Angular,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Agile|TypeScript,scrum,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Angular|REST APIs,typescript,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Communication|Angular,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Project Management|Agile|Spring Boot|REST APIs,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,French|Java,fullstack,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Communication|Business English|PostgreSQL,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Project Management|Agile,agile,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Project Management|Agile,agile training,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Project Management|Agile,management,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Angular|TypeScript|Spring Security,angular,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Communication,francais,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,REST APIs,project,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
ADVANCED,Java|Spring Boot|Spring Security|Project Management,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,French|Communication|Java,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Java|REST APIs|Agile,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Java|Spring Boot|Spring Security|TypeScript,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Angular,angular,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,French|Communication|REST APIs,language training,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Spring Security|Business English|French,api,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
INTERMEDIATE,Spring Security|PostgreSQL|Business English,scrum,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
